# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../../genome/NC_000021.gtf" "-o" "../counts/final_counts.txt" "-g" "gene_name" "-T" "2" "SRR849504_21.bam" "SRR849505_21.bam" "SRR849506_21.bam" "SRR849507_21.bam" "SRR849508_21.bam" "SRR849509_21.bam" "SRR849510_21.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR849504_21.bam	SRR849505_21.bam	SRR849506_21.bam	SRR849507_21.bam	SRR849508_21.bam	SRR849509_21.bam	SRR849510_21.bam
FAM3B	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41304229;41316801;41316801;41320337;41320348;41322923;41322923;41322923;41322923;41338378;41338378;41338378;41338378;41338378;41344476;41344476;41344476;41344476;41344476;41345686;41345686;41345686;41345686;41345686;41346209;41347013;41347013;41347013;41347013;41347013;41348592;41348592;41348592;41348592;41348592;41357108;41357108;41357108;41357108;41357108	41304310;41316898;41316898;41320855;41320855;41323066;41323066;41323066;41323066;41338501;41338501;41338501;41338501;41338501;41344534;41344534;41344534;41344534;41344534;41345736;41345736;41345736;41345736;41345736;41346407;41347100;41347100;41347100;41347100;41347100;41348724;41348724;41348724;41348724;41348724;41357684;41357727;41357345;41357727;41357684	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2117	4	7	4	0	6	2	1
MX2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41361944;41362027;41363274;41370085;41370085;41372934;41373903;41376836;41376836;41376836;41376836;41376836;41376836;41376836;41377789;41377789;41377789;41377789;41377789;41377789;41377789;41380017;41380017;41380017;41380017;41380017;41380017;41382410;41382410;41382410;41382410;41382410;41382410;41382410;41382410;41390565;41390565;41390565;41390565;41390565;41390565;41390565;41395587;41395587;41395587;41395587;41395587;41395587;41395587;41395587;41397613;41397613;41397613;41397613;41397613;41397613;41397613;41397613;41398897;41398897;41398897;41398897;41398897;41398897;41398897;41398897;41399196;41399196;41399196;41399196;41399196;41399196;41399196;41399196;41401970;41401970;41401970;41401970;41401970;41401970;41401970;41401970;41403267;41403267;41403267;41403267;41403267;41403267;41403267;41403267;41406744;41406744;41406744;41406744;41406744;41406744;41406744;41406744;41407991;41407991;41407991;41407991;41407991;41407991;41407991;41407991	41362055;41362055;41363389;41370395;41370645;41372999;41374127;41377155;41377155;41377155;41377155;41377155;41377155;41377155;41377981;41377981;41377981;41377981;41377981;41377981;41377981;41380151;41380151;41380151;41380151;41380151;41380151;41382564;41382564;41382564;41382564;41382564;41382564;41382564;41382564;41390703;41390703;41390703;41390703;41390703;41390703;41390703;41395785;41395785;41395785;41395785;41395785;41395785;41395785;41395785;41397691;41397691;41397691;41397691;41397691;41397691;41397691;41397691;41399019;41399019;41399019;41399019;41399019;41399019;41399019;41399019;41399337;41399337;41399337;41399337;41399337;41399337;41399337;41399337;41402128;41402128;41402128;41402128;41402128;41402128;41402128;41402128;41403343;41403343;41403343;41403343;41403343;41403343;41403343;41403343;41406998;41406998;41406998;41406998;41406998;41406998;41406998;41406998;41408943;41408943;41408943;41408943;41408943;41408943;41409393;41408943	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4459	1431	1423	8	95	23	0	959
MX1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41420329;41420558;41420558;41420593;41421838;41421838;41421838;41421975;41422756;41422756;41422756;41425820;41425820;41426133;41426169;41426171;41426205;41426239;41426239;41426249;41426249;41427206;41427206;41427206;41427206;41427206;41427206;41427206;41427206;41427206;41427206;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41427755;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41430533;41432031;41432031;41432031;41432031;41432050;41432050;41432050;41432050;41432050;41432050;41432050;41432050;41432050;41432050;41432055;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41435837;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41437015;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41439694;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41440887;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41441716;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41443788;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41445448;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41446000;41447114;41449137;41449137;41449137;41449137;41449137;41449137;41449137;41449137;41449137;41449137;41449137;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41451167;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41452621;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528;41458528	41420440;41420817;41420817;41420817;41422095;41422095;41421871;41422095;41422911;41422911;41422911;41426161;41426161;41426263;41426263;41426263;41426263;41426263;41426263;41426397;41426397;41427304;41427304;41427304;41427304;41427304;41427304;41427304;41427304;41427304;41427304;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41427866;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41430608;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41432175;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41436029;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41437152;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41439848;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441025;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41441914;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41443866;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41445570;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41446141;41448816;41449295;41449295;41449295;41449295;41449295;41449295;41449295;41449295;41449295;41449295;41449295;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41451243;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41452869;41459214;41459214;41459213;41459212;41459212;41459213;41459212;41459213;41459214;41459213;41459213;41459213;41459214;41459213	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5839	253	193	42	404	156	56	635
TMPRSS2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41464305;41464551;41464551;41467734;41467734;41467734;41468396;41468396;41468396;41470648;41470648;41470648;41471806;41471806;41471806;41473325;41473325;41473325;41476577;41476577;41476577;41479172;41479172;41479172;41480476;41480476;41480476;41488394;41488394;41488394;41489507;41489507;41489507;41494356;41494356;41494356;41498119;41498119;41498119;41507950;41508081;41508081	41466153;41466149;41466153;41467886;41467886;41467886;41468538;41468538;41468538;41470743;41470743;41470743;41471981;41471981;41471981;41473496;41473496;41473496;41476620;41476620;41476620;41479282;41479282;41479282;41480602;41480602;41480602;41488513;41488513;41488513;41489593;41489593;41489593;41494578;41494578;41494578;41498189;41498189;41498189;41508065;41508158;41508158	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3566	6	8	0	61	14	2	32
LOC105372809	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41552804;41559120;41559120;41559297;41560332;41560332;41560332;41562907;41562907;41562907;41581265;41581265;41581265;41592737	41553192;41559373;41559373;41559373;41560452;41560452;41560452;41563179;41563883;41563883;41581344;41581340;41582653;41593324	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3718	0	0	0	0	0	0	0
PCSEAT	NC_000021.9	41580475	41582887	+	2413	0	0	0	0	0	0	0
LOC105372812	NC_000021.9;NC_000021.9	41637881;41640767	41638061;41641787	+;+	1202	2	0	2	7	0	0	0
LOC107985478	NC_000021.9;NC_000021.9;NC_000021.9	41663829;41666581;41668134	41666230;41666731;41668487	-;-;-	2907	2	0	0	8	0	0	0
LOC105372813	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41668949;41669309;41670289;41670289;41672069;41672069	41669282;41669569;41670502;41670502;41672656;41672656	+;+;+;+;+;+	1397	1	0	0	3	0	1	4
LINC00111	NC_000021.9;NC_000021.9;NC_000021.9	41679302;41688323;41697238	41679510;41688468;41697336	+;+;+	454	6	1	0	2	6	0	1
LINC00479	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41711520;41713551;41714020;41714234;41715120;41715742	41713000;41713672;41714132;41714352;41715283;41715775	-;-;-;-;-;-	2033	32	2	1	54	14	18	14
LINC00112	NC_000021.9;NC_000021.9;NC_000021.9	41716436;41717001;41717342	41716544;41717174;41717582	+;+;+	524	1	0	0	14	3	10	1
RIPK4	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41739373;41743882;41745759;41746613;41749154;41751097;41756525;41766860	41741997;41744140;41745862;41746771;41749203;41751245;41756816;41767052	-;-;-;-;-;-;-;-	3831	1689	741	707	2558	1431	850	1856
MIR6814	NC_000021.9;NC_000021.9;NC_000021.9	41746772;41746772;41746815	41746841;41746793;41746836	-;-;-	70	0	0	0	2	0	0	1
LOC102724800	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41767181;41767181;41767184;41767859;41768058;41768058;41768614;41768614;41774116;41774116;41774116;41774122;41774122;41774567;41774567;41774567;41774567;41774567	41768017;41768017;41767234;41768017;41769320;41769383;41769383;41769383;41774195;41774195;41774195;41774195;41774195;41776078;41776078;41776078;41776078;41776078	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3755	33	38	20	30	7	2	83
